text,true_labels,predicted_labels,missed_labels,extra_labels,largest_decision_margin,source_name,source_type,technique_id,technique_name
"During Operation AkaiRyū, MirrorFace used links to direct victims to malicious files hosted on OneDrive.",resource-development,execution|initial-access,resource-development,execution|initial-access,0.4283572626339708,Operation AkaiRyū,campaign,T1608.005,Link Target
Pupy can execute Lazagne as well as Mimikatz using PowerShell.,credential-access,execution,credential-access,execution,0.4265624280709318,Pupy,tool,T1003.001,LSASS Memory
Neoichor has the ability to configure browser settings by modifying Registry entries under `HKEY_CURRENT_USER\Software\Microsoft\Internet Explorer`.,defense-impairment|persistence,defense-impairment|discovery|persistence,,discovery,0.4254888344853771,Neoichor,malware,T1112,Modify Registry
"APT-C-36 has used DDNS services such as DuckDNS, noip[.]com, and con-ip[.]com to redirect victims to sites or repositories hosting malware implants.",command-and-control,resource-development,command-and-control,resource-development,0.42427971078596416,APT-C-36,intrusion-set,T1568,Dynamic Resolution
LAPSUS$ has replayed stolen session token and passwords to trigger simple-approval MFA prompts in hope of the legitimate user will grant necessary approval.,credential-access,credential-access|privilege-escalation|stealth,,privilege-escalation|stealth,0.4233219488709159,LAPSUS$,intrusion-set,T1111,Multi-Factor Authentication Interception
Lokibot has the ability to initiate contact with command and control (C2) to exfiltrate stolen data.,exfiltration,command-and-control|exfiltration,,command-and-control,0.42054285139090264,Lokibot,malware,T1041,Exfiltration Over C2 Channel
Grandoreiro has added BMP images to the resources section of its Portable Executable (PE) file increasing each binary to at least 300MB in size.,stealth,persistence|privilege-escalation|stealth,,persistence|privilege-escalation,0.4182411625992264,Grandoreiro,malware,T1027.001,Binary Padding
"During C0015, the threat actors used Conti ransomware to encrypt a compromised network.",impact,command-and-control|impact,,command-and-control,0.41646808304264504,C0015,campaign,T1486,Data Encrypted for Impact
Pacu can generate SSH and API keys for AWS infrastructure and additional API keys for other IAM users.,persistence|privilege-escalation,credential-access,persistence|privilege-escalation,credential-access,0.4157889945757729,Pacu,tool,T1098.001,Additional Cloud Credentials
"During RedPenguin, UNC3886 peformed a local memory patching attack to modify the snmpd and mgd Junos OS daemons.",persistence,defense-impairment|persistence,,defense-impairment,0.4129057888042569,RedPenguin,campaign,T1554,Compromise Host Software Binary
WinMM sets a WH_CBT Windows hook to collect information on process creation.,discovery,collection,discovery,collection,0.4101857308005856,WinMM,malware,T1057,Process Discovery
"StrelaStealer has been distributed in ISO archives. StrelaStealer has been delivered in encrypted, password-protected ZIP archives.",stealth,initial-access,stealth,initial-access,0.40984648331878026,StrelaStealer,malware,T1027,Obfuscated Files or Information
"During the 2025 Poland Wiper Attacks, the adversaries used compromised VPS servers for C2.",resource-development,command-and-control|resource-development,,command-and-control,0.40741801313166537,2025 Poland Wiper Attacks,campaign,T1584.003,Virtual Private Server
"EXOTIC LILY has uploaded malicious payloads to file-sharing services including TransferNow, TransferXL, WeTransfer, and OneDrive.",resource-development,command-and-control,resource-development,command-and-control,0.4069888862778802,EXOTIC LILY,intrusion-set,T1608.001,Upload Malware
Cuckoo Stealer has captured passwords by prompting victims with a “macOS needs to access System Settings” GUI window.,collection|credential-access,credential-access,collection,,0.4037604800139847,Cuckoo Stealer,malware,T1056.002,GUI Input Capture
"During RedPenguin, UNC3886 used a backdoor that binds to port 45678 by default.",command-and-control,command-and-control|stealth,,stealth,0.40102307349842414,RedPenguin,campaign,T1571,Non-Standard Port
Stuxnet can create registry keys to load driver files.,defense-impairment|persistence,defense-impairment|discovery|persistence,,discovery,0.39719907256779674,Stuxnet,malware,T1112,Modify Registry
APT-C-36 has set the ShowWindow property of the Win32_ProcessStartup object to zero to hide PowerShell execution.,stealth,execution,stealth,execution,0.3949811250006975,APT-C-36,intrusion-set,T1564.003,Hidden Window
Industroyer’s data wiper module clears registry keys and overwrites both ICS configuration and Windows files.,impact,defense-impairment,impact,defense-impairment,0.39478108397099554,Industroyer,malware,T1485,Data Destruction
DustySky searches for network drives and removable media and duplicates itself onto them.,lateral-movement,discovery|lateral-movement,,discovery,0.39298392437447394,DustySky,malware,T1570,Lateral Tool Transfer
Rising Sun can send data gathered from the infected machine via HTTP POST request to the C2.,exfiltration,command-and-control|exfiltration,,command-and-control,0.3923923103359216,Rising Sun,malware,T1041,Exfiltration Over C2 Channel
"DarkTortilla can obtain system information by querying the `Win32_ComputerSystem`, `Win32_BIOS`, `Win32_MotherboardDevice`, `Win32_PnPEntity`, and `Win32_DiskDrive` WMI objects.",discovery,discovery|execution,,execution,0.3907781786911614,DarkTortilla,malware,T1082,System Information Discovery
Pillowmint has used shellcode which reads code stored in the registry keys \REGISTRY\SOFTWARE\Microsoft\DRM using the native Windows API as well as read HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces as part of its C2.,discovery,defense-impairment|persistence,discovery,defense-impairment|persistence,0.3853817789500169,Pillowmint,malware,T1012,Query Registry
Regin stage 1 modules for 64-bit systems have been found to be signed with fake certificates masquerading as originating from Microsoft Corporation and Broadcom Corporation.,stealth,defense-impairment,stealth,defense-impairment,0.38352160334008034,Regin,malware,T1036.001,Invalid Code Signature
The net user username \password \domain commands in Net can be used to create a domain account.,persistence,discovery,persistence,discovery,0.3821976004711163,Net,tool,T1136.002,Domain Account
BlackByte Ransomware is distributed as an obfuscated JavaScript launcher file.,stealth,execution|stealth,,execution,0.38051092166198797,BlackByte Ransomware,malware,T1140,Deobfuscate/Decode Files or Information
"APT-C-36 has utilized well known malware including the Packer-as-a-Service HeartCrypt, PureCrypter, and open-source RATs such as Remcos.",resource-development,stealth,resource-development,stealth,0.3783395434644411,APT-C-36,intrusion-set,T1588.001,Malware
"During Operation AkaiRyū, MirrorFace collected system information.",discovery,collection|discovery,,collection,0.37670873586671205,Operation AkaiRyū,campaign,T1082,System Information Discovery
"Pacu can search for sensitive data: for example, in Code Build environment variables, EC2 user data, and Cloud Formation templates.",credential-access,discovery|stealth,credential-access,discovery|stealth,0.3734648990622802,Pacu,tool,T1552,Unsecured Credentials
"During Operation AkaiRyū, MirrorFace abused a signed McAfee executable to load UPPERCUT.",defense-impairment,execution,defense-impairment,execution,0.37154455270983433,Operation AkaiRyū,campaign,T1553.002,Code Signing
Latrodectus has been executed through malicious links distributed in email campaigns.,execution,execution|initial-access,,initial-access,0.3699715239553961,Latrodectus,malware,T1204.001,Malicious Link
Empire can add a SID-History to a user if on a domain controller.,privilege-escalation|stealth,defense-impairment,privilege-escalation|stealth,defense-impairment,0.36984960235692776,Empire,tool,T1134.005,SID-History Injection
Pacu leverages the AWS CLI for its operations.,execution,execution|resource-development,,resource-development,0.3695250332333383,Pacu,tool,T1059.009,Cloud API
Qilin can embed a copy of PsExec within its payload and place it in the %Temp% directory under a randomly generated filename.,lateral-movement,stealth,lateral-movement,stealth,0.36544223014383914,Qilin,malware,T1021.002,SMB/Windows Admin Shares
Qilin can terminate antivirus-related processes and services.,defense-impairment,defense-impairment|impact,,impact,0.36492623965015913,Qilin,malware,T1685,Disable or Modify Tools
Indrik Spider has searched files to obtain and exfiltrate credentials.,credential-access,credential-access|exfiltration,,exfiltration,0.3630719453498703,Indrik Spider,intrusion-set,T1552.001,Credentials In Files
"During the 2025 Poland Wiper Attacks, the adversaries created rules that mimicked the name of an institution already present in the network device configuration to avoid detection.",stealth,discovery|stealth,,discovery,0.3595847298663227,2025 Poland Wiper Attacks,campaign,T1036.005,Match Legitimate Resource Name or Location
The Komplex C2 channel uses an 11-byte XOR algorithm to hide data.,command-and-control,command-and-control|stealth,,stealth,0.3594210787741353,Komplex,malware,T1573.001,Symmetric Cryptography
APT29 has embedded ISO images and VHDX files in HTML to evade Mark-of-the-Web.,defense-impairment,stealth,defense-impairment,stealth,0.3591282961537482,APT29,intrusion-set,T1553.005,Mark-of-the-Web Bypass
Stuxnet has the ability to generate new C2 domains.,command-and-control,command-and-control|resource-development,,resource-development,0.358498424916159,Stuxnet,malware,T1008,Fallback Channels
Dtrack’s RAT makes a persistent target file with auto execution on the host start.,persistence|privilege-escalation,persistence,privilege-escalation,,0.352917168905617,Dtrack,malware,T1547,Boot or Logon Autostart Execution
The Komplex trojan creates a persistent launch agent called with $HOME/Library/LaunchAgents/com.apple.updates.plist with launchctl load -w ~/Library/LaunchAgents/com.apple.updates.plist .,persistence|privilege-escalation,persistence,privilege-escalation,,0.352522937815251,Komplex,malware,T1543.001,Launch Agent
LockBit 3.0 can create and check for a mutex containing a hash of the `MachineGUID` value at execution to prevent running more than one instance.,stealth,discovery|stealth,,discovery,0.34656323997409166,LockBit 3.0,malware,T1480.002,Mutual Exclusion
Spark has used a splash screen to check whether an user actively clicks on the screen before running malicious code.,discovery|stealth,discovery,stealth,,0.3434708037541465,Spark,malware,T1497.002,User Activity Based Checks
"APT-C-36 campaign architecture has included image hosting sites, Pastebin, Discord, GitHub, Google Drive, BitBucket, and Dropbox.",resource-development,command-and-control|resource-development,,command-and-control,0.3432175836255904,APT-C-36,intrusion-set,T1583.006,Web Services
Some SeaDuke samples have a module to extract email from Microsoft Exchange servers using compromised credentials.,initial-access|persistence|privilege-escalation|stealth,collection,initial-access|persistence|privilege-escalation|stealth,collection,0.3421807026527597,SeaDuke,malware,T1078,Valid Accounts
Brute Ratel C4 can call `NtDelayExecution` to pause execution.,discovery|stealth,execution|stealth,discovery,execution,0.34198771565407593,Brute Ratel C4,tool,T1497.003,Time Based Checks
"APT29 uses stolen tokens to access victim accounts, without needing a password.",credential-access,credential-access|persistence|privilege-escalation,,persistence|privilege-escalation,0.34045913619792145,APT29,intrusion-set,T1528,Steal Application Access Token
Wiarp creates a backdoor through which remote attackers can create a service.,persistence|privilege-escalation,command-and-control|persistence|privilege-escalation,,command-and-control,0.3318177758418266,Wiarp,malware,T1543.003,Windows Service
Javali has used the MSI installer to download and execute malicious payloads.,stealth,execution|stealth,,execution,0.32852179084071276,Javali,malware,T1218.007,Msiexec
StrelaStealer automatically sends gathered email credentials following collection to command and control servers via HTTP POST.,exfiltration,collection|exfiltration,,collection,0.32779101982570014,StrelaStealer,malware,T1020,Automated Exfiltration
BlackByte Ransomware spreads itself laterally by writing the JavaScript launcher file to mapped shared folders.,lateral-movement,execution|lateral-movement,,execution,0.3274099123797093,BlackByte Ransomware,malware,T1570,Lateral Tool Transfer
KEYMARBLE has a command to create Registry entries for storing data under HKEY_CURRENT_USER\SOFTWARE\Microsoft\WABE\DataPath .,defense-impairment|persistence,defense-impairment,persistence,,0.3255022878914584,KEYMARBLE,malware,T1112,Modify Registry
"APT29 has enrolled their own devices into compromised cloud tenants, including enrolling a device in MFA to an Azure AD environment following a successful password guessing attack against a dormant account.",persistence|privilege-escalation,credential-access|persistence|privilege-escalation,,credential-access,0.3248969461951028,APT29,intrusion-set,T1098.005,Device Registration
Kazuar can sleep for a specific time and be set to communicate at specific intervals.,exfiltration,discovery|exfiltration,,discovery,0.3247842780671699,Kazuar,malware,T1029,Scheduled Transfer
AADInternals can gather information about a tenant’s domains using public Microsoft APIs.,reconnaissance,discovery,reconnaissance,discovery,0.3237380684232385,AADInternals,tool,T1590.001,Domain Properties
Indrik Spider has served fake updates via legitimate websites that have been compromised.,resource-development,initial-access|resource-development,,initial-access,0.32313311049106663,Indrik Spider,intrusion-set,T1584.004,Server
"During APT28 Nearest Neighbor Campaign, APT28 accessed volume shadow copies through executing vssadmin in order to dump the NTDS.dit file.",stealth,credential-access,stealth,credential-access,0.32173046847834086,APT28 Nearest Neighbor Campaign,campaign,T1006,Direct Volume Access
"Diskpart can be used to display, set, or clear attributes of a disk or volume.",defense-impairment,impact|stealth,defense-impairment,impact|stealth,0.3189738616781075,Diskpart,tool,T1222.001,Windows Permissions
KillDisk has called the Windows API to retrieve the hard disk handle and shut down the machine.,execution,discovery,execution,discovery,0.3189737986029628,KillDisk,malware,T1106,Native API
The AshTag AshenOrchestrator component has process management functionality.,discovery,stealth,discovery,stealth,0.3180795595255409,AshTag,malware,T1057,Process Discovery
Elise encrypts exfiltrated data with RC4.,command-and-control,collection|exfiltration,command-and-control,collection|exfiltration,0.31611849360152955,Elise,malware,T1573.001,Symmetric Cryptography
LockBit 3.0 can make execution dependent on specific parameters including a unique passphrase and the system language of the targeted host not being found on a set exclusion list.,stealth,discovery,stealth,discovery,0.31594755022361265,LockBit 3.0,malware,T1480,Execution Guardrails
"APT29 has leveraged compromised high-privileged on-premises accounts synced to Office 365 to move laterally into a cloud environment, including through the use of Azure AD PowerShell.",lateral-movement,initial-access|lateral-movement|privilege-escalation|stealth,,initial-access|privilege-escalation|stealth,0.3106572932513727,APT29,intrusion-set,T1021.007,Cloud Services
Stuxnet schedules a network job to execute two minutes after host infection.,execution|persistence|privilege-escalation,execution,persistence|privilege-escalation,,0.3095193207153898,Stuxnet,malware,T1053.005,Scheduled Task
"MultiLayer Wiper changes timestamps of overwritten files to either 1601.1.1 for NTFS filesystems, or 1980.1.1 for all other filesystems.",stealth,impact|stealth,,impact,0.3093714534938614,MultiLayer Wiper,malware,T1070.006,Timestomp
Part of APT28's operation involved using CHOPSTICK modules to copy itself to air-gapped machines and using files written to USB sticks to transfer data and command traffic.,initial-access|lateral-movement,collection|lateral-movement,initial-access,collection,0.30208548279267555,CHOPSTICK,malware,T1091,Replication Through Removable Media
"StrelaStealer searches for and if found collects the contents of files such as `logins.json` and `key4.db` in the `$APPDATA%\Thunderbird\Profiles\` directory, associated with the Thunderbird email application.",credential-access,collection|discovery,credential-access,collection|discovery,0.29989196340528546,StrelaStealer,malware,T1552.001,Credentials In Files
"During APT28 Nearest Neighbor Campaign, APT28 added rules to a victim's Windows firewall to set up a series of port-forwards allowing traffic to target systems.",defense-impairment,command-and-control|defense-impairment,,command-and-control,0.2973278332158309,APT28 Nearest Neighbor Campaign,campaign,T1686.003,Windows Host Firewall
Winnti for Linux can encode its configuration file with single-byte XOR encoding.,stealth,command-and-control|stealth,,command-and-control,0.296809502289233,Winnti for Linux,malware,T1027.013,Encrypted/Encoded File
StoneDrill has relied on injecting its payload directly into the process memory of the victim's preferred browser.,privilege-escalation|stealth,stealth,privilege-escalation,,0.2963229296979869,StoneDrill,malware,T1055,Process Injection
Hikit supports peer connections.,command-and-control,stealth,command-and-control,stealth,0.2951140433600822,Hikit,malware,T1090.001,Internal Proxy
AADInternals can directly download cloud user data such as OneDrive files.,exfiltration,command-and-control,exfiltration,command-and-control,0.29420284861796453,AADInternals,tool,T1048,Exfiltration Over Alternative Protocol
EXOTIC LILY has used contact forms on victim websites to generate phishing e-mails.,reconnaissance,reconnaissance|resource-development,,resource-development,0.29399916120504876,EXOTIC LILY,intrusion-set,T1594,Search Victim-Owned Websites
Embargo has cleared files from the recycle bin by invoking `SHEmptyRecycleBinW()` and disabled Windows recovery through `C:\Windows\System32\cmd.exe /q /c bcdedit /set {default} recoveryenabled no`.,impact,defense-impairment,impact,defense-impairment,0.29352762935483234,Embargo,malware,T1490,Inhibit System Recovery
AADInternals can send phishing emails containing malicious links designed to collect users’ credentials.,reconnaissance,initial-access,reconnaissance,initial-access,0.28674432363717717,AADInternals,tool,T1598.003,Spearphishing Link
"StrelaStealer variants have used PowerShell scripts to download or drop payloads, including obfuscated variants to connect to a WebDAV server to download and executed an encrypted DLL for installation.",execution,command-and-control|execution|stealth,,command-and-control|stealth,0.2865535864001111,StrelaStealer,malware,T1059.001,PowerShell
EXOTIC LILY has used malicious documents containing exploits for CVE-2021-40444 affecting Microsoft MSHTML.,execution,execution|initial-access,,initial-access,0.28631387098150063,EXOTIC LILY,intrusion-set,T1203,Exploitation for Client Execution
Pikabot Distribution February 2024 utilized emails with hyperlinks leading to malicious ZIP archive files containing scripts to download and install Pikabot.,initial-access,execution|initial-access,,execution,0.2862787298352405,Pikabot Distribution February 2024,campaign,T1566.002,Spearphishing Link
AshTag can use JSON files to deliver payloads and configuration files.,execution,stealth,execution,stealth,0.2834355584583711,AshTag,malware,T1059.007,JavaScript
"OilBooster uses the Microsoft Graph API to connect to an actor-controlled OneDrive account to download and execute files and shell commands, and to create directories to share exfiltrated data.",command-and-control,execution,command-and-control,execution,0.28267484810659027,OilBooster,malware,T1102.002,Bidirectional Communication
"Impacket tools – such as getST.py or ticketer.py – can be used to steal or forge Kerberos tickets using ccache files given a password, hash, aesKey, or TGT.",credential-access,credential-access|lateral-movement,,lateral-movement,0.2791168940858628,Impacket,tool,T1558.005,Ccache Files
LAPSUS$ has purchased credentials and session tokens from criminal underground forums.,reconnaissance,credential-access|stealth,reconnaissance,credential-access|stealth,0.27891385431616234,LAPSUS$,intrusion-set,T1597.002,Purchase Technical Data
"When it first starts, BADNEWS crawls the victim's mapped drives and collects documents with the following extensions: .doc, .docx, .pdf, .ppt, .pptx, and .txt.",collection,collection|discovery,,discovery,0.2757135047148662,BADNEWS,malware,T1039,Data from Network Shared Drive
"Qilin can detect virtual machine environments including ESXi hosts, datacenters, and clusters within vCenter environments.",discovery,discovery|execution,,execution,0.27511783418647173,Qilin,malware,T1673,Virtual Machine Discovery
Empire includes various modules for finding files of interest on hosts and network shares.,discovery,collection,discovery,collection,0.27416637766983465,Empire,tool,T1083,File and Directory Discovery
XTunnel has been used to execute remote commands.,execution,command-and-control|execution,,command-and-control,0.27117050031673584,XTunnel,malware,T1059.003,Windows Command Shell
"FIN13 has utilized obfuscated and open-source web shells such as JspSpy, reGeorg, MiniWebCmdShell, and Vonloesch Jsp File Browser 1.2 to enable remote code execution and to execute commands on compromised web server.",persistence,execution,persistence,execution,0.26883463965236565,FIN13,intrusion-set,T1505.003,Web Shell
LockBit 3.0 can use a compromised local account for lateral movement.,initial-access|persistence|privilege-escalation|stealth,initial-access|lateral-movement|persistence,privilege-escalation|stealth,lateral-movement,0.2670109644999836,LockBit 3.0,malware,T1078.003,Local Accounts
"Emotet can brute force a local admin password, then use it to facilitate lateral movement.",initial-access|persistence|privilege-escalation|stealth,credential-access,initial-access|persistence|privilege-escalation|stealth,credential-access,0.26563723207402745,Emotet,malware,T1078.003,Local Accounts
Kali365 has the ability to modify email rules to delete email based notifications prior to the victim seeing them.,stealth,collection|defense-impairment|stealth,,collection|defense-impairment,0.2598936416858828,Kali365,malware,T1564.008,Email Hiding Rules
APT-C-36 has used phishing pages appearing like legitimate banking login portals to compromise credentials.,resource-development,initial-access,resource-development,initial-access,0.25970031827511386,APT-C-36,intrusion-set,T1683.002,Audio-Visual Content
KillDisk deletes system files to make the OS unbootable. KillDisk also targets and deletes files with 35 different file extensions.,impact,impact|stealth,,stealth,0.25949093671055823,KillDisk,malware,T1485,Data Destruction
APT29 has installed a run command on a compromised system to enable malware execution on system startup.,persistence|privilege-escalation,execution|persistence|privilege-escalation,,execution,0.25443147812118116,APT29,intrusion-set,T1037.004,RC Scripts
"During RedPenguin, UNC3886 leveraged malware capable of inpecting packets for a magic-string to activate backdoor functionalities.",command-and-control|persistence|stealth,persistence,command-and-control|stealth,,0.25392333761624264,RedPenguin,campaign,T1205,Traffic Signaling
The net user username \password commands in Net can be used to create a local account.,persistence,discovery,persistence,discovery,0.25334853313035355,Net,tool,T1136.001,Local Account
EnvyScout can use protocol handlers to coax the operating system to send NTLMv2 authentication responses to attacker-controlled infrastructure.,credential-access,command-and-control,credential-access,command-and-control,0.2533274911200244,EnvyScout,malware,T1187,Forced Authentication
APT-C-36 has regularly used compromised email accounts in spearphishing campaigns.,resource-development,initial-access|resource-development,,initial-access,0.2522896200173257,APT-C-36,intrusion-set,T1586.002,Email Accounts
"After loading the keyword and phone data files, MESSAGETAP begins monitoring all network connections to and from the victim server.",discovery,collection,discovery,collection,0.25056596881814164,MESSAGETAP,malware,T1049,System Network Connections Discovery
"During the 2025 Poland Wiper Attacks, threat actors utilized privileged accounts to access the FortiGate VPN solution and subsequent subnets.",initial-access|persistence|privilege-escalation|stealth,initial-access|persistence,privilege-escalation|stealth,,0.24787782728444951,2025 Poland Wiper Attacks,campaign,T1078.002,Domain Accounts
KOPILUWAK has gained execution through malicious attachments.,execution,execution|initial-access,,initial-access,0.24777206811211228,KOPILUWAK,malware,T1204.002,Malicious File
APT19 launched an HTTP malware variant and a Port 22 malware variant using a legitimate executable that loaded the malicious DLL.,execution|stealth,stealth,execution,,0.24539030557814412,APT19,intrusion-set,T1574.001,DLL
APT-C-36 has used a compromised account to send a phishing email to an address likely used and monitored by the IT team within the same targeted organization.,lateral-movement,initial-access,lateral-movement,initial-access,0.24496186396793918,APT-C-36,intrusion-set,T1534,Internal Spearphishing
SharpDisco can load a plugin to exfiltrate stolen files to SMB shares also used in C2.,exfiltration,exfiltration|lateral-movement,,lateral-movement,0.24304470894551367,SharpDisco,malware,T1041,Exfiltration Over C2 Channel
"Part of APT28's operation involved using CHOPSTICK modules to copy itself to air-gapped machines, using files written to USB sticks to transfer data and command traffic.",command-and-control,collection|lateral-movement,command-and-control,collection|lateral-movement,0.2421509844116101,CHOPSTICK,malware,T1092,Communication Through Removable Media
RogueRobin uses Windows Script Components.,execution,stealth,execution,stealth,0.2390675979735496,RogueRobin,malware,T1059.003,Windows Command Shell
One of Dtrack can replace the normal flow of a program execution with malicious code.,execution|stealth,stealth,execution,,0.23857575907192063,Dtrack,malware,T1574,Hijack Execution Flow
"Pacu can enumerate and download files stored in AWS storage services, such as S3 buckets.",collection,discovery,collection,discovery,0.23623693310076588,Pacu,tool,T1530,Data from Cloud Storage
Mis-Type may create a temporary user on the system named `Lost_{Unique Identifier}`.,persistence,discovery,persistence,discovery,0.23503666542381785,Mis-Type,malware,T1136.001,Local Account
REvil can use the Windows command line to delete volume shadow copies and disable recovery.,execution,execution|impact,,impact,0.23400007069937856,REvil,malware,T1059.003,Windows Command Shell
Emotet has copied itself to remote systems using the `service.exe` filename.,lateral-movement,stealth,lateral-movement,stealth,0.23217171071210707,Emotet,malware,T1570,Lateral Tool Transfer
WellMess can use junk data in the Base64 string for additional obfuscation.,command-and-control,command-and-control|stealth,,stealth,0.23168419021822662,WellMess,malware,T1001.001,Junk Data
Blue Mockingbird has made their XMRIG payloads persistent as a Windows Service.,persistence|privilege-escalation,persistence,privilege-escalation,,0.2302570131742092,Blue Mockingbird,intrusion-set,T1543.003,Windows Service
njRAT has used C2 infrastructure to receive stolen information from the infected machine including screenshots and other system information.,exfiltration,collection,exfiltration,collection,0.22965933283370932,njRAT,malware,T1041,Exfiltration Over C2 Channel
Empire can use built-in modules to abuse trusted utilities like MSBuild.exe.,execution|stealth,execution,stealth,,0.22707047070705644,Empire,tool,T1127.001,MSBuild
CHOPSTICK may store RC4 encrypted configuration information in the Windows Registry.,stealth,defense-impairment|stealth,,defense-impairment,0.22369680705785244,CHOPSTICK,malware,T1027.011,Fileless Storage
APT-C-36 has generated email content impersonating official notifications and documents that direct victims to execute malicious payloads.,resource-development,execution|stealth,resource-development,execution|stealth,0.22257579040745634,APT-C-36,intrusion-set,T1683.001,Written Content
Pupy can obtain a list of SIDs and provide the option for selecting process tokens to impersonate.,privilege-escalation|stealth,privilege-escalation,stealth,,0.21801026289027292,Pupy,tool,T1134.001,Token Impersonation/Theft
PlugX has leveraged XOR encryption with the key of 123456789.,stealth,command-and-control,stealth,command-and-control,0.21776542322830983,PlugX,malware,T1027.013,Encrypted/Encoded File
FIN6 has collected schemas and user accounts from systems running SQL Server.,collection,discovery,collection,discovery,0.21701564396072992,FIN6,intrusion-set,T1213.006,Databases
Grandoreiro can store its configuration in the Registry at `HKCU\Software\` under frequently changing names including %USERNAME% and ToolTech-RM .,stealth,persistence|stealth,,persistence,0.21607054681764093,Grandoreiro,malware,T1027.011,Fileless Storage
"Lizar has decrypted its configuration data, such as the C2 IP address, ports and other network communication.",stealth,command-and-control|stealth,,command-and-control,0.21603660588544304,Lizar,malware,T1140,Deobfuscate/Decode Files or Information
"Wingbird uses services.exe to register a new autostart service named ""Audit Service"" using a copy of the local lsass.exe file.",execution,privilege-escalation,execution,privilege-escalation,0.21440544949789198,Wingbird,malware,T1569.002,Service Execution
APT-C-36 has used compromised Google Drive accounts including one associated with a Colombian government organization.,resource-development,initial-access|stealth,resource-development,initial-access|stealth,0.21425403794007436,APT-C-36,intrusion-set,T1586.003,Cloud Accounts
Kali365 has dynamically generated legitimate device codes that displays on the victims screen alongside instructions to copy and paste the device code to initiate and complete a successful authentication process.,execution,stealth,execution,stealth,0.20941934992525224,Kali365,malware,T1204.004,Malicious Copy and Paste
"During RedPenguin, UNC3886 used infrastructure associated with operational relay box (ORB) networks.",command-and-control,resource-development,command-and-control,resource-development,0.20928392642911997,RedPenguin,campaign,T1090.003,Multi-hop Proxy
Grandoreiro can obtain C2 information from Google Docs.,command-and-control,discovery,command-and-control,discovery,0.20638423214484936,Grandoreiro,malware,T1102.001,Dead Drop Resolver
SUNSPOT encrypted log entries it collected with the stream cipher RC4 using a hard-coded key. It also uses AES128-CBC encrypted blobs for SUNBURST source code and data extracted from the SolarWinds Orion process.,stealth,collection|stealth,,collection,0.20625721781985684,SUNSPOT,malware,T1027,Obfuscated Files or Information
MESSAGETAP stored targeted SMS messages that matched its target list in CSV files on the compromised system.,collection,discovery,collection,discovery,0.20567235472819512,MESSAGETAP,malware,T1074.001,Local Data Staging
FIN6 has used Metasploit’s PsExec NTDSGRAB module to obtain a copy of the victim's Active Directory database.,discovery,credential-access|execution,discovery,credential-access|execution,0.20489637983047926,FIN6,intrusion-set,T1087.002,Domain Account
StrelaStealer variants collect victim system information for exfiltration.,discovery,collection|discovery|exfiltration,,collection|exfiltration,0.20439483744309905,StrelaStealer,malware,T1082,System Information Discovery
"Emotet has the ability to duplicate the user’s token. For example, Emotet may use a variant of Google’s ProtoBuf to send messages that specify how code will be executed.",privilege-escalation|stealth,stealth,privilege-escalation,,0.20419425340787634,Emotet,malware,T1134.001,Token Impersonation/Theft
"SilverTerrier targets organizations in high technology, higher education, and manufacturing for business email compromise (BEC) campaigns with the goal of financial theft.",impact,impact|reconnaissance,,reconnaissance,0.2033880043868388,SilverTerrier,intrusion-set,T1657,Financial Theft
BlackByte Ransomware is distributed as an encrypted payload.,stealth,impact|stealth,,impact,0.20258988994909943,BlackByte Ransomware,malware,T1027.013,Encrypted/Encoded File
FIN13 has replaced legitimate KeePass binaries with trojanized versions to collect passwords from numerous applications.,credential-access|defense-impairment|persistence,credential-access,defense-impairment|persistence,,0.20111572873966033,FIN13,intrusion-set,T1556,Modify Authentication Process
"During Operation Dream Job, Lazarus Group used code signing certificates issued by Sectigo RSA for some of its malware and tools.",resource-development,defense-impairment|resource-development,,defense-impairment,0.194453262034892,Operation Dream Job,campaign,T1588.003,Code Signing Certificates
"APT38 has used DYEPACK to create, delete, and alter records in databases used for SWIFT transactions.",impact,stealth,impact,stealth,0.1939458339111937,APT38,intrusion-set,T1565.001,Stored Data Manipulation
"For early Gazer versions, the compilation timestamp was faked.",stealth,discovery|stealth,,discovery,0.19248765465795425,Gazer,malware,T1070.006,Timestomp
UPSTYLE parses encoded commands from error logs after attempting to resolve a non-existing webpage from the command and control server.,command-and-control,command-and-control|stealth,,stealth,0.18993811757056478,UPSTYLE,malware,T1102.003,One-Way Communication
UPSTYLE clears error logs after reading embedded commands for execution.,defense-impairment,stealth,defense-impairment,stealth,0.18749896102225083,UPSTYLE,malware,T1685.006,Clear Linux or Mac System Logs
Qilin can make Registry modifications to share networked drives between elevated and non-elevated processes and to increase the number of outstanding network requests per client. Qilin can also modify `HKEY_CURRENT_USER\Control Panel\Desktop\Wallpaper` to enable posting of ransom messages.,defense-impairment|persistence,defense-impairment|impact,persistence,impact,0.18710828031051996,Qilin,malware,T1112,Modify Registry
Lokibot's second stage DLL has set a timer using “timeSetEvent” to schedule its next execution.,execution|persistence|privilege-escalation,persistence|privilege-escalation|stealth,execution,stealth,0.1862637889413532,Lokibot,malware,T1053,Scheduled Task/Job
